epoch,train_bce,train_acc,val_bce,val_acc
39,0.23768381774425507,0.8865545988082886,0.22036044299602509,0.8926174640655518
40,0.2360471785068512,0.8823529481887817,0.22420087456703186,0.9026845693588257
41,0.23850348591804504,0.8848739266395569,0.23395834863185883,0.899328887462616
42,0.23519957065582275,0.88193279504776,0.22645600140094757,0.8892617225646973
43,0.23462767899036407,0.8844537734985352,0.22406582534313202,0.8859060406684875
44,0.23112167418003082,0.8903361558914185,0.22372344136238098,0.9026845693588257
45,0.23336713016033173,0.889915943145752,0.22970883548259735,0.899328887462616
46,0.23281534016132355,0.8873949646949768,0.21621443331241608,0.9127516746520996
47,0.23055988550186157,0.8848739266395569,0.21742112934589386,0.8926174640655518
48,0.2361837923526764,0.8844537734985352,0.21532055735588074,0.9093959927558899
49,0.23238377273082733,0.8827731013298035,0.2261965423822403,0.8691275119781494
50,0.227515310049057,0.8915966153144836,0.22485730051994324,0.899328887462616
51,0.23360438644886017,0.8848739266395569,0.22071167826652527,0.9060402512550354
52,0.22621417045593262,0.889915943145752,0.21645116806030273,0.8959731459617615
53,0.2263818085193634,0.889915943145752,0.2256944626569748,0.9127516746520996
54,0.22822271287441254,0.8857142925262451,0.23187844455242157,0.8892617225646973
55,0.22335733473300934,0.8920168280601501,0.21927271783351898,0.899328887462616
56,0.2234247773885727,0.896218478679657,0.214811772108078,0.899328887462616
57,0.2264433056116104,0.8886554837226868,0.21465496718883514,0.8859060406684875
58,0.2217664122581482,0.8903361558914185,0.22029723227024078,0.9060402512550354
59,0.2214905023574829,0.8932772874832153,0.2174885869026184,0.8926174640655518
60,0.2272285521030426,0.8894957900047302,0.22554911673069,0.9060402512550354
61,0.22150030732154846,0.8945378065109253,0.2226419895887375,0.9127516746520996
62,0.22178909182548523,0.8911764621734619,0.21878080070018768,0.8959731459617615
63,0.2187395840883255,0.8953781723976135,0.21665440499782562,0.9060402512550354
64,0.21922525763511658,0.8966386318206787,0.2187252640724182,0.9093959927558899
65,0.2214180827140808,0.8953781723976135,0.21627236902713776,0.8926174640655518
66,0.21797803044319153,0.8970588445663452,0.22095303237438202,0.9060402512550354
67,0.21770226955413818,0.8915966153144836,0.2219945341348648,0.899328887462616
68,0.2172158658504486,0.9008403420448303,0.22097046673297882,0.9060402512550354
69,0.21712954342365265,0.9008403420448303,0.22050908207893372,0.899328887462616
70,0.21794025599956512,0.8983193039894104,0.221643328666687,0.9060402512550354
71,0.21519160270690918,0.8970588445663452,0.21504324674606323,0.9093959927558899
72,0.22794649004936218,0.8882352709770203,0.23149500787258148,0.8892617225646973
73,0.21499408781528473,0.9004201889038086,0.2185540497303009,0.9093959927558899
74,0.22024540603160858,0.8911764621734619,0.2220834344625473,0.8959731459617615
75,0.22440867125988007,0.8831932544708252,0.21570172905921936,0.8791946172714233
76,0.21343189477920532,0.9063025116920471,0.21353575587272644,0.8926174640655518
77,0.21443676948547363,0.8915966153144836,0.22385311126708984,0.899328887462616
78,0.21461336314678192,0.8953781723976135,0.2202143371105194,0.899328887462616
79,0.21423976123332977,0.902521014213562,0.21360217034816742,0.8926174640655518
80,0.21332098543643951,0.8999999761581421,0.2099473625421524,0.9026845693588257
81,0.21530474722385406,0.8970588445663452,0.21307304501533508,0.8926174640655518
82,0.21177798509597778,0.902521014213562,0.21551291644573212,0.9060402512550354
83,0.21267788112163544,0.8991596698760986,0.21701256930828094,0.8959731459617615
84,0.21168829500675201,0.896218478679657,0.21920245885849,0.8959731459617615
85,0.2106882780790329,0.8999999761581421,0.21312329173088074,0.899328887462616
86,0.2126593142747879,0.8966386318206787,0.22784267365932465,0.899328887462616
87,0.21811312437057495,0.8920168280601501,0.21283118426799774,0.8892617225646973
88,0.21058952808380127,0.8987395167350769,0.22392457723617554,0.899328887462616
89,0.20940129458904266,0.8991596698760986,0.21232537925243378,0.9026845693588257
90,0.20894357562065125,0.9004201889038086,0.21834810078144073,0.9060402512550354
91,0.21028929948806763,0.8983193039894104,0.21222907304763794,0.8926174640655518
92,0.20997752249240875,0.901260495185852,0.21039599180221558,0.8859060406684875
93,0.20859013497829437,0.9063025116920471,0.22034864127635956,0.8926174640655518
94,0.208223357796669,0.9058823585510254,0.22055143117904663,0.899328887462616
95,0.20908397436141968,0.9016806483268738,0.2163020670413971,0.899328887462616
96,0.20710448920726776,0.9096638560295105,0.21911703050136566,0.9026845693588257
97,0.20905913412570953,0.8987395167350769,0.2149108201265335,0.8892617225646973
98,0.20921210944652557,0.8983193039894104,0.2096121907234192,0.8959731459617615
99,0.20731183886528015,0.8999999761581421,0.2234293818473816,0.899328887462616
100,0.20611092448234558,0.908823549747467,0.21352799236774445,0.8959731459617615
101,0.20693087577819824,0.9075630307197571,0.2153560221195221,0.8926174640655518
102,0.206599161028862,0.8995798230171204,0.21678560972213745,0.8959731459617615
103,0.20612232387065887,0.8999999761581421,0.21651779115200043,0.9026845693588257
104,0.2076394259929657,0.9004201889038086,0.21771565079689026,0.8926174640655518
105,0.21678310632705688,0.8907563090324402,0.22063367068767548,0.8758389353752136
106,0.20630960166454315,0.9004201889038086,0.22394230961799622,0.9026845693588257
107,0.20508211851119995,0.9075630307197571,0.21501338481903076,0.899328887462616
108,0.20749719440937042,0.8978991508483887,0.21703605353832245,0.8959731459617615
109,0.20794495940208435,0.9004201889038086,0.21682314574718475,0.8926174640655518
110,0.21174240112304688,0.9004201889038086,0.2257634848356247,0.899328887462616
111,0.20552583038806915,0.8983193039894104,0.22420130670070648,0.899328887462616
112,0.20590658485889435,0.901260495185852,0.21159112453460693,0.8825503587722778
113,0.2033073604106903,0.9084033370018005,0.22061459720134735,0.9026845693588257
114,0.2062089890241623,0.902521014213562,0.2081701010465622,0.8959731459617615
115,0.20672261714935303,0.9004201889038086,0.22506757080554962,0.8959731459617615
116,0.2048957347869873,0.9058823585510254,0.21350543200969696,0.9026845693588257
117,0.20439860224723816,0.8999999761581421,0.22552715241909027,0.899328887462616
118,0.2027532458305359,0.9054622054100037,0.2121596485376358,0.8926174640655518
119,0.2031412571668625,0.9058823585510254,0.20943138003349304,0.899328887462616
120,0.2024105340242386,0.9067226648330688,0.2140861451625824,0.8959731459617615
121,0.20150141417980194,0.9063025116920471,0.2177726924419403,0.8926174640655518
122,0.2024155557155609,0.9033613204956055,0.21296468377113342,0.899328887462616
123,0.20093755424022675,0.9046218395233154,0.21799373626708984,0.8959731459617615
124,0.20102085173130035,0.908823549747467,0.22139471769332886,0.899328887462616
125,0.2007472962141037,0.9079831838607788,0.21833918988704681,0.899328887462616
126,0.20106516778469086,0.9092437028884888,0.22481797635555267,0.899328887462616
127,0.20276887714862823,0.9029411673545837,0.2152314931154251,0.8926174640655518
128,0.19981585443019867,0.9100840091705322,0.21766066551208496,0.9060402512550354
129,0.20123028755187988,0.903781533241272,0.22215808928012848,0.899328887462616
130,0.20305785536766052,0.9016806483268738,0.22178992629051208,0.899328887462616
131,0.20562618970870972,0.8983193039894104,0.2185167670249939,0.8825503587722778
132,0.20143848657608032,0.9046218395233154,0.2279054969549179,0.9026845693588257
133,0.1991845667362213,0.9100840091705322,0.2163126915693283,0.9026845693588257
134,0.20000815391540527,0.9063025116920471,0.2190072238445282,0.8892617225646973
